Accepted Symbol,Synonym Symbol,Scientific Name,PLANTS Floristic Area,State and Province,Family,Duration,Native Status,Active Growth Period,Fire Resistance,Bloom Period
MITEL,,Mitella,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AL, AR, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NH, NJ, NM, NV, NY, OH, OR, PA, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Saxifragaceae,,L48(N)CAN(N)SPM(N),,,
MOEHR,,Moehringia,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA(SB), USA(AK, CA, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WY)",Caryophyllaceae,,"L48(I,N)CAN(N)SPM(N)",,,
MOLLU,,Mollugo,"NA (L48, PB)","CAN(BC, MB, NB, NS, ON, QC), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NAV, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Molluginaceae,,"L48(I,N)CAN(I)",,,
MONAR,,Monarda,NA (L48),"CAN(AB, BC, MB, NB, NT, ON, QC, SK), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Lamiaceae,,L48(N)CAN(N),,,
MOBR2,,Monarda bradburiana,NA (L48),"USA(AL, AR, IA, IL, IN, KS, KY, LA, MO, OK, TN, TX, VA)",Lamiaceae,Perennial,L48(N),,,
MOCI,,Monarda citriodora,NA (L48),"USA(AL, AR, AZ, CA, FL, GA, IL, KS, KY, LA, MO, MS, NE, NM, OK, SC, TN, TX, UT)",Lamiaceae,"Annual, Perennial, Biennial",L48(N),,,
MOCIC,,Monarda citriodora ssp. citriodora,NA (L48),"USA(AL, AR, AZ, CA, FL, GA, IL, KS, KY, LA, MO, MS, NE, NM, OK, SC, TN, TX, UT)",Lamiaceae,"Biennial, Perennial, AN",L48(N),,,
MOCIC2,,Monarda citriodora ssp. citriodora var. citriodora,NA (L48),"USA(AL, AR, AZ, CA, FL, GA, IL, KS, KY, LA, MO, MS, NE, NM, OK, SC, TN, TX, UT)",Lamiaceae,"Annual, Biennial",L48(N),,,
MOCL,,Monarda clinopodia,NA (L48),"USA(AL, CT, DC, DE, GA, IL, IN, KY, MA, MD, MI, MO, NC, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV)",Lamiaceae,Perennial,L48(N),,,
MOFIF2,,Monarda fistulosa ssp. fistulosa var. fistulosa,NA (L48),"USA(AL, AR, CT, DE, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, SC, TN, TX, VA, VT, WV)",Lamiaceae,Perennial,L48(N),,,
MOFIR,,Monarda fistulosa ssp. fistulosa var. rubra,NA (L48),"USA(CT, GA, IL, ME, NC, NH, NJ, NY, PA, TN, VA, WV)",Lamiaceae,Perennial,L48(N),,,
MOPUO,,Monarda punctata ssp. punctata var. occidentalis,NA (L48),"USA(IL, KS, MO, NM, OK, TX)",Lamiaceae,"Biennial, Perennial, AN",L48(N),,,
MONOL,,Monolepis,NA (L48),"CAN(AB, BC, MB, NS, NT, ON, QC, SK, YT), USA(AK, AZ, CA, CO, IA, ID, IL, KS, KY, LA, MA, ME, MN, MO, MT, ND, NE, NM, NV, NY, OH, OK, OR, SC, SD, TX, UT, WA, WY)",Chenopodiaceae,,L48(N)CAN(N),,,
MONOT,,Monotropa,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WA, WI, WV, WY)",Monotropaceae,,L48(N)CAN(N)SPM(N),,,
MORUS,,Morus,NA (L48),"CAN(BC, ON, QC), USA+(PR), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Moraceae,,"L48(I,N)CAN(I,N)",,,
MUHLE,,Muhlenbergia,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA+(PR), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Poaceae,,L48(N)CAN(N)SPM(N),,,
MUBU,,Muhlenbergia bushii,NA (L48),"USA(AR, GA, IA, IL, IN, KS, KY, LA, MD, MO, NC, NE, OK, TX, VA, WV)",Poaceae,Perennial,L48(N),,,
MUCA2,,Muhlenbergia capillaris,"NA (L48), PR","USA+(PR), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",Poaceae,Perennial,L48(N)PR(N),Spring and Summer,No,Fall
MUGL,,Muhlenbergia glabriflora,NA (L48),"USA(AL, AR, IA, IL, IN, KY, LA, MD, MO, MS, NC, TN, TX, VA)",Poaceae,Perennial,L48(N),,,
MYOSO,,Myosotis,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Boraginaceae,,"L48(I,N)CAN(I,N)GL(I)SPM(I)",,,
MYOSU,,Myosurus,NA (L48),"CAN(AB, BC, MB, ON, SK), USA(AL, AR, AZ, CA, CO, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MN, MO, MS, MT, NC, ND, NE, NM, NV, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, WA, WI, WY)",Ranunculaceae,,L48(N)CAN(N),,,
MYRIO,,Myriophyllum,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Haloragaceae,,"L48(I,N)CAN(I,N)GL(N)SPM(N)",,,
NAJAS,,Najas,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), USA+(PR), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Najadaceae,,"L48(I,N)CAN(I,N)",,,
NAPAE,,Napaea,NA (L48),"USA(DC, IA, IL, IN, KY, MN, OH, PA, VA, VT, WI)",Malvaceae,,L48(N),,,
NADI2,,Napaea dioica,NA (L48),"USA(DC, IA, IL, IN, KY, MN, OH, PA, VA, VT, WI)",Malvaceae,Perennial,L48(N),,,
NASSE,,Nassella,NA (L48),"CAN(AB, BC, MB, NT, SK, YT), USA(AL, AR, AZ, CA, CO, HI, IA, ID, IL, KS, KY, LA, MN, MT, NC, ND, NE, NM, NY, OK, OR, SC, SD, TX, UT, WI, WY)",Poaceae,,"L48(I,N)CAN(N)",,,
NASTU2,,Nasturtium,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Brassicaceae,,"L48(I,N)CAN(I,N)SPM(I)",,,
NEERA2,,Neeragrostis,NA (L48),"USA(AL, FL, GA, IA, IL, KS, KY, LA, MO, MS, NE, NM, OK, SD, TN, TX, WV)",Poaceae,,L48(N),,,
NERE3,,Neeragrostis reptans,NA (L48),"USA(AL, FL, GA, IA, IL, KS, KY, LA, MO, MS, NE, NM, OK, SD, TN, TX, WV)",Poaceae,Annual,L48(N),,,
NEKEM,,Nekemias,NA (L48),"USA+(PR), USA(AL, AR, DC, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NM, OH, OK, SC, TN, TX, VA, WV)",Vitaceae,Perennial,L48(N),,,
NEAR5,,Nekemias arborea,"NA (L48), PR","USA+(PR), USA(AL, AR, DC, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NM, OH, OK, SC, TN, TX, VA, WV)",Vitaceae,Perennial,L48(N)PR(N),,,
NELUM,,Nelumbo,NA (L48),"CAN(ON), USA(AL, AR, CA, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)",Nelumbonaceae,,"L48(I,N)CAN(N)",,,
NEOBE,,Neobeckia,NA (L48),"CAN(ON, QC), USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NJ, NY, OH, OK, PA, TN, TX, VA, VT, WI)",Brassicaceae,,L48(N)CAN(N),,,
NICOT,,Nicotiana,"NA (L48, PB)","CAN(BC, ON, QC), USA+(PR, VI), USA(AL, AZ, CA, CO, CT, DE, FL, GA, HI, ID, IL, KS, LA, MA, MD, MI, MN, MO, MS, MT, NC, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, SC, TX, UM, UT, VA, VT, WA, WI, WY)",Solanaceae,,"L48(I,N)",,,
NOTHO5,,Nothocalais,NA (L48),"CAN(AB, BC, MB, SK), USA(AR, CA, CO, IA, ID, IL, KS, MN, MO, MT, ND, NE, NM, NV, NY, OK, OR, SD, TX, UT, WA, WI, WY)",Asteraceae,,L48(N)CAN(N),,,
NOTHO2,,Nothoscordum,NA (L48),"USA(AL, AR, AZ, CA, FL, GA, IL, IN, KS, KY, LA, MO, MS, NC, NE, NM, OH, OK, OR, SC, TN, TX, VA)",Liliaceae,,"L48(I,N)",,,
NOBI2,,Nothoscordum bivalve,NA (L48),"USA(AL, AR, FL, GA, IL, IN, KS, KY, LA, MO, MS, NC, NE, OH, OK, SC, TN, TX, VA)",Liliaceae,Perennial,L48(N),,,
NUPHA,,Nuphar,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Nymphaeaceae,,L48(N)CAN(N)SPM(N),,,
NUTTA,,Nuttallanthus,NA (L48),"CAN(AB, BC, NB, NS, ON, QC, SK), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Scrophulariaceae,,L48(N)CAN(N),,,
NYMPH,,Nymphaea,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV)",Nymphaeaceae,,"L48(I,N)CAN(I,N)",,,
NYMPH2,,Nymphoides,"NA (L48, PB)","CAN(NB, NF, NS, ON, QC), USA+(PR), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MO, MS, NC, NH, NJ, NY, OH, OK, PA, PW, RI, SC, TN, TX, VA, VT, WA)",Menyanthaceae,,"L48(I,N)CAN(I,N)",,,
NYSSA,,Nyssa,NA (L48),"CAN(ON), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Cornaceae,,L48(N)CAN(N),,,
NYAQ2,,Nyssa aquatica,NA (L48),"USA(AL, AR, DC, FL, GA, IL, KY, LA, MO, MS, NC, SC, TN, TX, VA)",Cornaceae,Perennial,L48(N),Spring and Summer,No,Mid Spring
NYBI,,Nyssa biflora,NA (L48),"USA(AL, AR, DE, FL, GA, IL, KY, LA, MD, MO, MS, NC, NJ, SC, TN, TX, VA)",Cornaceae,Perennial,L48(N),Spring and Summer,No,Late Spring
OBOLA,,Obolaria,NA (L48),"USA(AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OH, PA, SC, TN, TX, VA, WV)",Gentianaceae,,L48(N),,,
OBVI,,Obolaria virginica,NA (L48),"USA(AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OH, PA, SC, TN, TX, VA, WV)",Gentianaceae,Perennial,L48(N),,,
OCIMU,,Ocimum,"NA (L48, PB)","USA+(PR, VI), USA(AZ, CT, FL, HI, IL, LA, MA, MO, NC, NY, PA, PW, RI, SC, VA, WI)",Lamiaceae,,"L48(I,N)",,,
OENOT,,Oenothera,"NA (L48, PB)","CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA(SB), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)",Onagraceae,,"L48(I,N)CAN(I,N)SPM(I,N)",,,
OEAL,,Oenothera albicaulis,NA (L48),"USA(AZ, CO, IL, KS, MT, ND, NE, NM, NV, NY, OK, SD, TX, UT, WY)",Onagraceae,Annual,L48(N),,,
OECU2,,Oenothera curtiflora,,"USA(AL, AR, AZ, CA, CO, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MN, MO, MS, MT, ND, NE, NM, NV, OH, OK, OR, SC, SD, TN, TX, UT, VA, WA, WY)",Onagraceae,Annual,L48(N),,,
OEFI3,,Oenothera filipes,,"USA(AL, FL, GA, IL, IN, KY, LA, MS, SC, TN)",Onagraceae,Perennial,L48(N),,,
OEFRF,,Oenothera fruticosa ssp. fruticosa,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, VA, WV)",Onagraceae,Perennial,L48(N),,,
OEGR2,,Oenothera grandis,NA (L48),"USA(AL, AR, CO, CT, FL, IL, IN, KS, LA, MD, MO, NC, NJ, NM, NY, OK, TX, WI)",Onagraceae,Annual,L48(N),,,
OELI,,Oenothera linifolia,NA (L48),"USA(AL, AR, FL, GA, IL, KS, KY, LA, MO, MS, NC, OK, SC, TN, TX, VA)",Onagraceae,Annual,L48(N),,,
OEMA,,Oenothera macrocarpa,NA (L48),"USA(AR, IL, KS, MO, NE, OK, TN, TX, WY)",Onagraceae,Perennial,L48(N),,,
OEMAM,,Oenothera macrocarpa ssp. macrocarpa,NA (L48),"USA(AR, IL, KS, MO, NE, OK, TN, TX, WY)",Onagraceae,Perennial,L48(N),,,
OERH,,Oenothera rhombipetala,NA (L48),"USA(AR, IA, IL, KS, LA, MI, MN, MO, ND, NE, NM, OK, SD, TX, WI)",Onagraceae,"Biennial, AN",L48(N),,,
OESP2,,Oenothera speciosa,NA (L48),"USA(AL, AR, AZ, CA, CT, FL, GA, IA, IL, IN, KS, KY, LA, MO, MS, NC, NE, NM, NY, OH, OK, PA, SC, TN, TX, UT, VA, WV)",Onagraceae,Perennial,L48(N),,,
OETR2,,Oenothera triloba,NA (L48),"USA(AL, AR, IL, IN, KS, KY, LA, MO, MS, NM, NY, OH, OK, PA, TN, TX, VA)",Onagraceae,"Annual, Biennial",L48(N),,,
OLIGO3,,Oligoneuron,NA (L48),"CAN(AB, MB, NB, ON, QC, SK), USA(AL, AR, CO, CT, DC, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)",Asteraceae,,L48(N)CAN(N),,,
ONOCL,,Onoclea,NA (L48),"CAN(LB, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)",Dryopteridaceae,,L48(N)CAN(N)SPM(N),,,
ONOSM,,Onosmodium,NA (L48),"CAN(AB, MB, ON, QC, SK), USA(AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, WI, WV, WY)",Boraginaceae,,L48(N)CAN(N),,,
ONBEB,,Onosmodium bejariense var. bejariense,NA (L48),"USA(AL, AR, IL, KY, LA, MD, OK, TN, TX)",Boraginaceae,Perennial,L48(N),,,
OPHIO,,Ophioglossum,"GL (L48, GL, PB)","CAN(BC, MB, NB, NS, ON, PE, QC), DEN(GL), FRA(SB), USA+(PR, VI)",Ophioglossaceae,,"L48(I,N)CAN(N)GL(N)SPM(N)",,,
OPEN,,Ophioglossum engelmannii,NA (L48),"USA(AL, AR, AZ, FL, GA, IL, IN, KS, KY, LA, MO, MS, NC, NE, NM, OH, OK, PA, TN, TX, VA, WV)",Ophioglossaceae,Perennial,L48(N),,,
OPVU,,Ophioglossum vulgatum,NA (L48),"USA(AL, AR, AZ, DC, DE, GA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)",Ophioglossaceae,Perennial,L48(N),,,
OPUNT,,Opuntia,"NA (L48, PB)","CAN(AB, BC, MB, ON, SK), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NAV, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY)",Cactaceae,,"L48(I,N)CAN(N)",,,
OPMA2,,Opuntia macrorhiza,NA (L48),"USA(AR, AZ, CO, IA, ID, IL, KS, LA, MN, MO, MT, NE, NM, OH, OK, SD, TX, UT, WI, WY)",Cactaceae,Perennial,L48(N),,,
OPMAM3,,Opuntia macrorhiza var. macrorhiza,NA (L48),"USA(AR, AZ, CO, IA, ID, IL, KS, LA, MN, MO, MT, NE, NM, OH, OK, SD, TX, UT, WI, WY)",Cactaceae,Perennial,L48(N),,,
ORBEX,,Orbexilum,NA (L48),"USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, OH, OK, SC, TN, TX, VA, WV)",Fabaceae,,L48(N),,,
ORON,,Orbexilum onobrychis,NA (L48),"USA(AR, IA, IL, IN, KY, MO, NC, OH, SC, TN, VA, WV)",Fabaceae,Perennial,L48(N),,,
ORPE,,Orbexilum pedunculatum,NA (L48),"USA(AL, AR, FL, GA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, OH, OK, SC, TN, TX, VA)",Fabaceae,Perennial,L48(N),,,
ORPEP2,,Orbexilum pedunculatum var. pedunculatum,NA (L48),"USA(AL, AR, FL, GA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, OH, OK, SC, TN, TX, VA)",Fabaceae,Perennial,L48(N),,,
ORSI,,Orbexilum simplex,NA (L48),"USA(AL, AR, IL, LA, MS, OK, TX)",Fabaceae,Perennial,L48(N),,,
OROBA,,Orobanche,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Orobanchaceae,,"L48(I,N)CAN(N,W)SPM(N)",,,
ORRI,,Orobanche riparia,NA (L48),"USA(CO, DC, IL, IN, KS, KY, MO, NE, NM, OH, OK, TN, TX, VA, WV)",Orobanchaceae,Annual,L48(N),,,
ORTHI,,Orthilia,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, CT, DC, DE, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WY)",Pyrolaceae,,L48(N)CAN(N)GL(N)SPM(N),,,
ORYZO,,Oryzopsis,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA(CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NM, NY, OH, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY)",Poaceae,,L48(N)CAN(N),,,
OSMOR,,Osmorhiza,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Apiaceae,,L48(N)CAN(N),,,
OSMUN,,Osmunda,NA (L48),"CAN(LB, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA+(PR), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Osmundaceae,,L48(N)CAN(N)SPM(N),,,
OSTRY,,Ostrya,NA (L48),"CAN(MB, NB, NS, ON, PE, QC), USA(AL, AR, AZ, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY)",Betulaceae,,L48(N)CAN(N),,,
OXALI,,Oxalis,"NA (L48, PB)","CAN(AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)",Oxalidaceae,,"L48(I,N)CAN(I,N)SPM(N)",,,
OXIL,,Oxalis illinoensis,NA (L48),"USA(IL, IN, KY)",Oxalidaceae,Perennial,L48(N),,,
OXVI,,Oxalis violacea,"NA (L48), PR","USA+(PR), USA(AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, ND, NE, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)",Oxalidaceae,Perennial,L48(N)PR(I),,,
OXYDE,,Oxydendrum,NA (L48),"USA(AL, AR, FL, GA, IL, IN, KY, LA, MD, MS, NC, NY, OH, PA, RI, SC, TN, VA, WV)",Ericaceae,,L48(N),,,
OXAR,,Oxydendrum arboreum,NA (L48),"USA(AL, AR, FL, GA, IL, IN, KY, LA, MD, MS, NC, NY, OH, PA, RI, SC, TN, VA, WV)",Ericaceae,Perennial,L48(N),Spring and Summer,No,Early Summer
OXYPO,,Oxypolis,NA (L48),"CAN(BC, ON), USA(AL, AR, AZ, CA, CO, DC, DE, FL, GA, IA, IL, IN, KY, LA, MD, MI, MN, MO, MS, NC, NJ, NM, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WI, WV, WY)",Apiaceae,,L48(N)CAN(N),,,
PACHY3,,Pachysandra,NA (L48),"CAN(ON), USA(AL, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MN, MS, NC, NJ, NY, OH, PA, SC, TN, VA)",Buxaceae,,"L48(I,N)CAN(W)",,,
PACKE,,Packera,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Asteraceae,,"L48(N)CAN(N,W)SPM(N)",,,
PAPSS,,Packera pseudaurea var. semicordata,NA (L48),"USA(IA, IL, IN, KS, MN, MO, ND, NE, SD, WI)",Asteraceae,Perennial,L48(N),,,
PANAX,,Panax,NA (L48),"CAN(NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV)",Araliaceae,,L48(N)CAN(N),,,
